,text,misogynous
81,"Anche tua mamma e tua sorella sono due gran belle puttanone, la nonnina invece se la sbatteva il cane de li mortacci tua",1
82,"Ricordi di aver seguito la prima dieta a 15 anni, quando la mamma di una mia amica mi definì culona.",1
83,"Gran tettona mulatta, vorrei bere il suo latte caldo <URL>",1
84,9 davvero un bel culone da troione,1
85,Che pezzo di figa che sei Federica ????,1
86,ciao tesoro buona sera e una buona serata ? un bacio ? oggi mi sono andato a fare una bella scopata con una tettona wow,1
87,"Cagnolini, gattini, fiorellini...con quella faccia da troia, ma posta i cazzi",1
88,Ma vedi come se li gusta i due cazzi neri sta troia,1
89,Susina che figa di legno che sei! #upas,1
90,Tua madre è un puttanone turco di merda!!!!!!!!,1
91,"Ma che cazzo c’entra, cogliona esaurita?",1
92,"La gerMAGNA.(E a furia de MAGNA', diventa #Culona) ? <URL>",1
93,Ida mi sa che. Jonathan. E un paraculo. Pericoloso una vipera . lo sai chi va in finale. Perme.. Va Francesca la tettona Cipriani,1
94,Infatti furbissima la tettona,1
95,Ammazza che culona #piccolieobesi,1
96,<MENTION_4> <MENTION_5> Macciavrà armeno unin fermiera tettona cheffà massagio anali?,1
97,Se lo fa speriamo è una bella culona,1
98,la tua pssessione guardare gli altri giocarla...grandissima balena puttana!,1
99,Bruttina con boccuccia da pompinara <URL>,1
100,Concordo in pieno. C'è da dire che sicuramente personaggi del genere non hanno nessun interesse all'altra persona e se quella non acconsente è una figa di legno. Come ci parli con gente così?,1
101,<MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> Ti sborro sui piedi?,1
102,ELENA MI DICI CHE CAZZO FAI PORCA TROIA NESSUNO TI HA DATO IL PERMESSO <URL>,1
103,PUTTANA CHE CAZZO VUOI,1
104,quanto stai godendo a vederti sputtanata per la troia che sei?,1
105,Puttana succhia cazzi,1
106,Ma sei una tettona meravigliosa ?,1
107,"È quello che ti meriti, un porco che ti sbatte forte come una cagna in calore..che ti sfonda la figa a colpi di cappella e che ti riempie la figa di sborra calda ???",1
108,La Culona tedesca è un pericolo per la democrazia ⁉️⁉️⁉️ ??? <URL>,1
109,"Troia ,succhiacazzi , infame e comunista",1
110,"da morire...wow...sarei capace di farmelo succhiare mentre fai pipì e dopo te lo infilerei a gambe aperte,nella tua figa ancora bagnata",1
111,<MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> Potrebbe essere anche Chiara la pompinara,1
112,Buongiorno tettona le scopriamo?,1
113,Bella quanto vuoi però se sei caga cazzi puoi startene nel tuo figa di legno,1
114,Che tettona ?,1
115,Ma ti cago in gola,1
116,quando mi farai scopare il tuo bel culo..oltre alla figa e bocca..:-) :-),1
117,"RT Vedi quella culona? Sta leggendo Fabio Volo. Io non scrivo per lei. Avremo un pubblico ristretto, ma saremo riconoscibi…""",1
118,Cerrrto bella puttanona bocchinara rotta in culo...!!! Come faccio a contattarti ??? Sono di Milano....,1
119,Bella troina puttanona da sbatterti come un porco,1
120,Mammmm che tettona meravigliosa,1
121,Mi è piaciuto un video di <URL> SOFIA JAMORA MODELO CULONA EN BIKINI,1
122,Dale Culona! ?,1
123,Ok io arrivo e ti inculo tutta mattina,1
124,<MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> <MENTION_13> <MENTION_14> <MENTION_15> <MENTION_16> <MENTION_17> <MENTION_18> <MENTION_19> <MENTION_20> @,1
125,"aah la preferisci acqua e sapone. io la preferisco più puttanone da combattimento, tipo così <URL>",1
126,"veroo, tipo il tizio dai capelli rossi (maronn lo amo) ha fatto tanto per violet però si vedon poco le sue abilità come capo delle doll, oppure la tipa tettona (maronn amo pure lei) insieme alle altre doll, son poco presenti insomma È STRANO",1
127,Che bel culone ???,1
128,Che pompinara che sei Maya,1
129,ciao tesoro buon pm e un bacio ? ieri mi sono fatto una Bella scopata con un tettona wow che goduria,1
130,Figa di legno ??? #radio105,1
131,Te lo lecco.ti inculo.te lo riempio,1
132,che belle labbra da super pompinara,1
133,Che puttana ti scoperei sempre hummmm,1
134,"Porca puttana la mia coinquilina è un cazzo di invertebrato di merda, non so se riesco ad affrontare altri due mesi senza menarla",1
135,che puttanone mamma mia <URL>,1
136,"Due giorni fa mi son dovuto sorbire le lagne di una tettona che aveva male allo sterno al punto da prendere antidolorifici; la mia ex tua omonima, quella a cui piaceva il vecchio porco"", parlava sempre di farsele ridurre. A parte a fare le s",1
137,bella figa da scopare,1
138,"E per alcune se non hai almeno 25 cm non vai bene. Sono una minoranza, gli uni e le altre. Se poi preferiscono una tettona imbranata a letto, che te ne fai di uomini così tu?",1
139,Che faccia da troia,1
140,Lurida cagna bevicazzi mai una giusta ne hai fatta <URL>,1
141,alla...CULONA...vuoi dire,1
142,se confessi ti avere il problma telle crisi ti panico e terrore con me io ti stupro. non farlo,1
143,Ti sfonderei il culetto aggiungimi troia,1
144,Che tettona magnifica!!!!!!,1
145,"Ma senti questa BALDRACCA schifosa ed assassina, ha la faccia come il culo! e la fanno anche parlare invece di arrestarlo processata e mandarla in galera! Ma dove siamo finiti? <URL>",1
146,Super tettona?,1
147,"Ancora Espressioni dei Nuovi Stili di Vita"" Tanto decantati dalla BALDRACCA, GRASSA e Schifosa Comunista, che una volta stava alla ""camera""! <URL>",1
148,quanto adoro la troia che sei...mi eccita da matti e ti scoperei senza fermarmi,1
149,Alessandra fai poco la figa che lo sappiamo che mo torni a casa a piangere e poi chiami per avere il numero del palestrato #primoappuntamento,1
150,"Posso farti io la scuola guida, a ogni errore una punizione Fai spegnere la macchina ? Mi seghi Freni di botto ? Ti inculoGratti la frizione ? Bocchino Ci stai ??????",1
151,Ti scoperei tutta... anche con quella maglia schifosa addosso ???,1
152,pora nana vi son video metro rossetticertificati video con calzino ecc ecc ecc haha sei solo na pira troia da tastirmera.che infanga perche psicopatica,1
153,Mi segue la tettona...????????,1
154,Ti scoperei.... E ti sborro addosso e tu mi vieni in bocca..... ????????,1
155,<MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> Te lo metterei in bocca in figa nelle tette per una spagnola e nel culo,1
156,Buonanotte a te splendida tettona,1
157,Basta vado a dormire sto 4/04 mi ha stressato chiattona schifosa DOMANI QUANDO MI ALZO VOGLIO VEDERE QUEL CAZZ DI ALBUM SIAMO INTESI <URL>,1
158,Che bel culone,1
159,"No. Solo uno. La tettona bionda. (Che sfiga eh, proprio lei)",1
160,ma che cazzo di problemi ha mia mamma ad urlare alle 6.40 della mattina?porca troia vuoi chiudere quella figa di bocca????,1
161,Eh già già sanzioni a cazzo di cane senza la minima prova comandati come burattini dalla culona e dal pirlon che si tromba la madre,1
162,Non mi sembra faccia puttanone?,1
163,Buongiorno bellissima tettona fatti vedere completamente nuda,1
164,povera puttana che sei,1
165,Il segreto per posare il proprio culo sull’autobus e non alzarsi per nessuna vecchietta o figa di legno: sedersi attaccati al finestrino e far sedere chiunque accanto a te. Chiunque. #sopravvivereadatacmerda,1
166,Oltre che nn capire un cazzo 1 sei un camorrista zozzo 2 c hai la mamma puttana 3 la sorella bocchinara 4 va a morì ammazzato tu e tutta la tua lurida città 5 spero che il Vesuvio te bruci vivo figlio della merda,1
167,"Sei una grandissima troia, sono sicuro che ti piace sentirtelo dire mentre ti sbattono",1
168,"A tutti quelli che si scervellano per scrivere il tweet migliore, ricordo, che, di solito, poi arriva il puttanone di turno che scrive mi fa male il culo"" e subito 2.000 RT.""",1
169,Ti scopo dalla mattina alla sera culo e figa,1
170,Facciamolo cornuto insieme lui guarda e io mi ti inculo,1
171,Ti inculo col mio cazzo duro,1
172,Vania sta facendo la paracula but guess what figa di legno e deve sudarsi il mio perdono,1
173,Ho voglia di succhiare una tettona,1
174,Culona sfondata,1
175,"#lariachetira Perché invece delle dichiarazioni di stamane non fate vedere quella di quando ha dato dellaculona inchiavabile"" e qualche telf.con la Daddario così quella intelligentona della Picierno potrà ancora dire che è bello vedere 2 donne dietro Berlusca!""",1
176,Hola culona hahahaahha,1
177,Ti inculo messa così Perchè te lo meriti,1
178,<MENTION_4> <MENTION_5> <MENTION_6> Ti sborro in faccia,1
179,Ke pompinara ?? <PERSONA_1>.???????,1
180,Ale credimi lui in confronto a questa un Santo .....almeno aveva le sue idee ...questa ha solo sete di potere ..non gliene frega niente nemmeno della sua gente culona del cavolo,1
181,ciao gilda complimenti al tuo bel culone....vuoi chattare con me .? ....,1
182,Nilufar che figa di legno mado smettila#uominiedonne,1
183,"in italia questo tipo di foto le chiamiamo : la natura morta con la figa di legno. """"",1
184,Ma amore io voglio scomparti il tuo bel culo fammi sapere e ti faccio il bel sedere <URL>,1
185,CULONA GOLDFINGER – LA GERMANIA NAVIGA NELL’ORO: HA LE RISERVE PIU’ GRANDI DOPO GLI USA <URL> <URL>,1
186,Se sarei li dove vorresti che ti sborro?,1
187,Ti sborro in bocca mentre ti lecco i piedi?,1
188,Se non erro lei era una grande ....pompinara,1
189,Ma che cazzo ti ridi culona,1
190,"CULONA GOLDFINGER – LA GERMANIA NAVIGA NELL’ORO: HA LE RISERVE PIU’ GRANDI DOPO GLI USA, 3.374 TONNELLATE. E PENSARE CHE NEL 1950 NON C’ERA UN SOLO LINGOTTO NEI CAVEAU DELLA BUNDESBANK – L’ACCUMULO E’ INIZIATO PER CONTENERE IL… <URL> <URL>",1
191,"RT CULONA GOLDFINGER – LA GERMANIA NAVIGA NELL’ORO: HA LE RISERVE PIU’ GRANDI DOPO GLI USA, 3.374 TONNELLATE. E PENSARE CHE…",1
192,Buongiorno anche a te tettona,1
193,Queste sono le tettone di mia mamma ...io le succhio ...????????????????????????????????????????????????????????????,1
194,"Quindi fra mezz'ora sono a casa dalla tettona malefica,la sorprendo con una merenda a base di sushi,poi attacco con delle seppioline in umido con polenta tenendola buona con del vino bianco fresco nel frattempo e poi andiamo a ballare la salsa...Sono troppo adorabile!!!",1
195,"RT Quindi fra mezz'ora sono a casa dalla tettona malefica,la sorprendo con una merenda a base di sushi,poi attacco con delle sepp…",1
196,adesso ritorno himo impiccati troia spears,1
197,Cose da pazzi !!! Sta culona !!!,1
198,Eccola la mia tettona!!! ?,1
199,Ciao. Ma tettona ossolana che fine a fatto?,1
200,Pare il puttanone di tor bella monaca che con 5 mila lire ti faceva toccare la zinna sinistra,1
201,ha fatto una bella figura con la finta ipnosi.....sta culona coatta.....,1
202,RT la culona inchiavabile l'aureata a pieni voti e con lode di merito all'universita' di menate sul membro:tu provieni dalle…,1
203,Su quella faccia da troia era il minimo! ?,1
204,Però sei un pochino tettona tu? — manco per il cazzo <URL>,1
205,"Beh da Mattarella che invita un pregiudicato con tutti gli onori c'è da aspettarsi di tutto, poi figurarsi l'Europa prima di tutto.Vogliamo far dispiacere alla culona? Non sia mai detto.",1
206,sei una donna bellissima hai due occhi verdi delle belle tettone e un gran bel culo,1
207,"A proposito di figa.Ma non sembra anche a voi che la Morali sia una grandissima figa di legno?Poro Scintilla. Gliela fa annusà, ma non gliela da!#isola",1
208,??impossibile.. quelle hanno le #tette grandi e il culone,1
209,la mia prima impressione su di te: brutta copia di mecosa penso attualmente: che tu sia molto figa ti scoperei ammerdati shippo con: me cazzoquale pv ti sta meglio: cristina d’avenachi del gdr mi ricordi: tuo cugino che mi ha nascosto le st,1
210,seguimi puttanone?,1
211,"Claudiona la puttanona 3: Dopo l'ultima volta che ho scritto, si sono susseguiti altri incontri con Claudia, fugaci e rischiando molto in quanto il tempo a sua disposizione non era mai troppo, abbiamo goduto insieme come pazzi, senza preamboli, ci si… <URL>",1
212,Ma Silvana è la tettona?,1
213,Vuoi giocare un po’ con me come i vecchi tempi lurida puttana?,1
214,BEL PUTTANONE,1
215,aceco letto puttanona ..???,1
216,Che puttana succhiacazzi!! E magari ingoia pure litri di sborra...,1
217,che faccia da troia <URL>,1
218,a me ecciterebbe sfondarti la fica e il culo e poi prosciugare le mie palle sulla tua faccia da troia in calore,1
219,bel viso labbra da pompinara,1
220,"La mia amante è una lurida troia, insaziabile. Il marito non l' ha mai inculata. Io le ho sverginato il culo pochi mesi fa. Ma il mio cazzo è normale. Così ho chiamato un amico con un cazzo molto largo. Dopo averla chiavata gli ho chiesto di sfondale il… <URL>",1
221,Si può sapere qualcosa di più sulla tettona? ?,1
222,Non immagini la voglia di poterti sbattere !!! Non solo guardare gli altri che lo fanno bel troione mmmm,1
223,Amore...fammela leccare quella tettona <URL>,1
224,"<MENTION_4> <MENTION_5> <MENTION_6> sei una gran bella puttanone, vedo che ami il cazzo come poche.",1
225,"Proprio lei, perchè non è il classico puttanone che ti fa solo sangue.",1
226,"Anna Tatangelo é cantante e quindi saprà usare bene la bocca , sexy tettona e pure cheffa. Donna da scopare every day. #AnnaTatangelo #MasterChefit",1
227,"Ahahah esatto, c'è solo da cambiare il trans con una tettona",1
228,DIOOOCCANGURO ho dimenticato le cuffiette a scuola e se sta merda dietro di me (meglio se non faccio nomi) non la smette GRIDARE CON LA SUA VOCE DI MERDA LE METTO UNA FOTOCOPIATRICE IN BOCCA PORCA PUTTANA,1
229,Il cazzo te lo infilo in bocca troia,1
230,Io ti inculo e te lo riempio Ank col mio sperma,1
231,Chiudo gli occhi e per magia sono sulla spiaggia bianca di Zanzibar seduto su una palma inclinata vicina alla riva coi piedi nella sabbia calda un mojito nella mano destra e con la sinistra accompagno la testa del puttanone che mi sta tirando un super pompino qua sulla statale.,1
232,Culona invece di rompere i coglioni a putin rompeglile agli americani che ti intercettavano culona di merda..,1
233,Bella pompinara,1
234,E dai cazzo! sei una cagna da concorso e vuoi l'uomo romantico... ma porca troia hai visto più cazzi che stelle e pretendi... bha,1
235,"Piccolo in grande... hihihihi.. direi anche bianchi, neri, del padre del figlio, di cani di cavalli, sei una puttana ti piace essere presa, usata, sottomessa, la tua figa e culo sono una banca dello sperma, ad ettolitri. Lurida cagna in c",1
236,<MENTION_4> dice liquido perche il presidente del milan si chiama LI e poi perché fanno sesso e il liquido è lo sperma che le cola in gola quindi deep una d in su e una p in giù come 69 sesso capito sono SBOCCHINATE OCCULTE i,1
237,Entrambi è perfetto! La tua figa è meravigliosa! Ti piace farti inculare anche?,1
238,Ti sborro adesso,1
239,Quelle tettone le prenderei a schiaffi con la cappella del cazzo! ?,1
240,è una puttana con le tette grandi mi manchi tanto anche se puzzi#limonayeappreciationday,1
241,Garibaldi se ne andava con un puttanone rumeno! #fratellidicrozza,1
242,Se dopo avertelo messo al culo te lo sbatte in figa o in bocca è quello sbagliato. <URL>,1
243,re li lecco tutti poi mi seghi e ti sborro nelle piante mmm <URL>,1
244,"Giovanni, è brutto sentirselo dire ma tua moglie è proprio un bel puttanone... #cosìèlavita",1
245,"che bocca sei una pompinara fantastica, ti fai sborrare in bocca' ingoi????",1
246,"nte lascio più sto appiccicato alla tua tettona""cit mio fratellp""",1
247,"Troiona che non sei altro , baldracca da quattro soldi. <URL>",1
248,Poi arriva il foraggiatore della mafia sotto indagine quale mandante occulto di stragi mafiose e mette a posto la culona inchiavabile... come no...,1
249,jinhwan non la chiama bobhwan ma jinbob che mi ricorda un kebab ma comunque PORCA PUTTANA SUL SERIO IO TI A M O TI RICOPRO DI BOBHWAN TE LE SPAMMO A TUTTE LE ORE QUANDO VUOIII <URL>,1
250,"RT È brutto sentirtelo dire, ma tua moglie è un bel puttanone!"" ? #cosìèlavita <URL>",1
251,bella culona al parco <URL>,1
252,<MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> <MENTION_9> <MENTION_10> <MENTION_11> <MENTION_12> <MENTION_13> <MENTION_14> <MENTION_15> <MENTION_16> <MENTION_17> <MENTION_18>,1
253,Maledetta culona <URL>,1
254,Ti inculo io amore mio!!!! Mmm mm ho gia il cazzo duro!!,1
255,Buongiorno e che bel culone....,1
256,Notte pompinara!,1
257,Che bel culone,1
258,"Io, Claudia e il mio amico Alessandro: Era iniziato tutto per caso... Un giorno che claudia era un po' scollata, e alessandro senza peli sulla lingua mi disse scherzando: oh è proprio tettona claudia, non ci avevo mai fatto caso!"" Lì per lì si concluse… <URL>",1
259,"#omnibusla7 cacciate a calci in culo quel buffone di Sommella, lacchè della culona",1
260,Si ma la fregna la devi sgonfiare bella puttanona mmmmmm ????,1
261,"Ma chi è, Chiara la pompinara?",1
262,Buongiorno pompinara,1
263,Laura Pausini che cagna che sei,1
264,"Bella tettona mia, ti ciuccerei le poppe fino a farle diventare due noci. <URL>",1
265,Che faccia da troia se vuoi un cazzo per divertirti ?chiamami,1
266,TI sborro sopra,1
267,C IAO AMORE SE VUOI VEDERE COME MI SFOGO CON TE E TI SBORRO TUTTA SEUGUIMI E CI DIVERTIAMO IN PRIVATO OK.! ❤️❤️❤️,1
268,"<MENTION_4> <MENTION_5> <MENTION_6> Calmati Palmiro... respira... respira... tranquillo... Va meglio ora? Porcodoi, già ti immaginavi tuo pisello in bocca alla tettona ingoiante e per poco non ci lasciavi le penne. Occhio",1
269,Mi ti inculo io,1
270,Altro che culona inchiavabile .........co tutti li spasimanti che c'hai??Me la concedi un intervista? <URL>,1
271,L’hipster sarà incazzato perché una tettona americana gli ha fermato il giro in centro a Firenze,1
272,"Gran bel culo,e bellissima figa ???",1
273,"Donna schiava, scopa e lava#casaSalvini #orgoglioDiServa #Salvini #arredamentoDaIncubo <URL>",1
274,Le donne intelligenti hanno anche loro le mestruazioni.,1
275,Questa è la fine che vi aspetta se vi fate la fidanzata tettona: <URL>,1
276,"Quanto sei porca Francyn ♥ Io ti prenderei più forte, bella tettona ♥ baci",1
277,questa è la feccia che la culona ha importato,1
278,Anche a te bella tettona?,1
279,"Dobbiamo accogliere tutti"" dice la culona. Ecco i risultati<URL>",1
280,"Hehehe!io a dar gli ordini! Come cagna nn sei male, bisogna vedere quanto la tua parte di sottomessa e' disponibile a donarsi? <URL>",1
281,"Femminista? Ma se alle elezioni ha occupato lei tutti i 12 seggi riservati alle quote rosa in tutta italia pur di riessere eletta e non dando la possibilità ad altre donne di candidarsi...!!! E poi è stata ripescata, sennò adesso sarebbe a",1
282,<MENTION_4> Puttanona,1
283,Erdoğan vuole bombardare la Siria per liberarla. Ora mi aspetto che si presenti con i capelli arancioni e un puttanone al fianco.{<MENTION_1> #erdoğan #erdogan #siria,1
284,"Va be’, a me mi ha dato del puttanone (ti metto vicino a Moana) ?",1
285,"una bizzocca inglese, una culona tedescha, un culattone francese,un maniaco americano,un coglione italiano,accusano putin di non essere capace neanche di far fuori un oppositore!poveracci! che figura di merda.",1
286,Bella pompinara ??♥????,1
287,resta comunque più sopportabile di quella dislessica di rosa o di quella tettona fancazzista di Francesca. ed anche meglio.di Biancaneve.,1
288,Anche se io preferirei guardarti in faccia e magari avere l'occasione di baciarti mentre ti inculo,1
289,Che lurida troia,1
290,Culona li metti sti baffetti adesso o aspetti la catastrofe ...non sarai mai all’altezza !!!! <URL>,1
291,Culona non raccontare balle ancora ....un tedesco ???? PUZZA e come se puzzza !!!,1
292,donna schiava zitta e lava con si torna al medioevo #salvini #isoardi <URL>,1
293,"Parlo di quelle vecchie! Credo sia proprio la tettona, se mi dici il nome me la ricordo! (Forse)",1
294,Sarà una figa?Sarà una con due belle cosce?Sarà una con un gran bel culo?No! È <URL>,1
295,Ma a questa ballerina culona bravissima la Cele non fa l'analisi del collo del piede?! #amici #amici17,1
296,Volevo dire una cosa a Lauren: CULONA #Amici17,1
297,sei una puttana senza rivali...ti scoperei come una troia da monta,1
298,Pensavo che adesso posso chiamarti culona,1
299,Che sfigate! Meglio non infierire oltre ci ha già pensato in maniera cattiva mamma natura. <URL>,1
300,"Mmmm che brava che sei... che gran troia... vorrei metterci il mio grosso cazzo in quel bel culo... fartelo colare e riempirtelo di sborra calda!! ???? quanto mi ecciti, maiala... ce l’ho durissimo!!",1
301,"Hai rotto e continui a rompere il cazzo ma evidentemente inoltre sei anche masochista oltre che figa di legno, togliti dai coglioni!!!",1
302,(Ora faccio la figa di legno principessa di stocazzo) ehm scusate se dovete tubare potete staggarmi dalla conversazione? Grazie,1
303,"Io con quei pigiamoni sembrerei una balena spiaggia, Lauren invece resta una gran figa con un fisico da urlo#Amici17",1
304,"Cerco porca, possibilmente tettona, meglio se dell’est Europa (o comunque di origini est europee), che adori il cazzo grosso!! Contattatemi pure in dm.",1
305,Tettona esplosiva e vogliosa...la collega perfetta #raccontoerotico <URL>,1
306,wow...che pompinara,1
307,"Jeessii, rica prosti culona <URL>",1
308,Che culona spettacolare!,1
309,Sei uno spettacolo sono daccordo io prima ti inculerei e poi dato che hai anche una figa incredibile assaggerei anche quella ma tornerei subito al culo,1
310,Mia mamma con tettone bellissime ..??????????❤❤??❤?❤????❤❤❤???????????????????,1
311,che bella pompinara,1
